Timestamp,Batch_ID,ID,Title,Price,Zip_Path,Zip_MB,QA_Status,QA_Reason,Projected_Fee_USD,Fee_Status,Launch_Status,Etsy_Listing_ID,Notes
2026-05-06T21:06:32,ETSY-DIGITAL-20260506-210621,Poster-Zen-0005,"Zen Phoenix Rebirth Vessel | Premium Digital Print for Meditation Room Decor, Dark Academia Wall Art, Jade Relic Study Poster",6.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Zen-0005_zen-phoenix-rebirth-vessel-12x18-poster-for-meditation-room-decor-wall-study.zip,12.09,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:06:35,ETSY-DIGITAL-20260506-210621,Poster-Academia-0005,Arcane Archway of Forbidden Chronicles | Dark Academia Study Room Poster | Premium Digital Print | 12x18 & More Ratios,9.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0005_arcane-archway-of-forbidden-chronicles-dark-academia-12x18-poster-study-room.zip,14.02,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:06:37,ETSY-DIGITAL-20260506-210621,Poster-Academia-0006,Dark Academia Ethereal Torii Gate Poster | Scholarly Ascension Printable Wall Art | Zen Study Room Decor | 2x3 3x4 4x5 5x7 11x14,6.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0006_dark-academia-ethereal-torii-poster-12x18-study-room-decor-scholarly-ascension.zip,11.91,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:06:40,ETSY-DIGITAL-20260506-210621,Poster-Academia-0008,Dark Academia Mystic Threshold Infinite Knowledge Poster | Study Decor Printable Wall Art | Jade Relic Quiet Aesthetic,6.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0008_dark-academia-mystic-threshold-infinite-knowledge-poster-12x18-study-decor-wall.zip,13.75,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:06:42,ETSY-DIGITAL-20260506-210621,Poster-Academia-0009,Dark Academia Sanctum Gate of Preserved Wisdom | Printable Study Decor Wall Art | Jade Relic Poster | Quiet Scholar Print,6.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0009_dark-academia-sanctum-gate-of-preserved-wisdom-12x18-poster-study-decor-wall.zip,12.43,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:06:45,ETSY-DIGITAL-20260506-210621,Poster-Academia-0010,Dark Academia Hermetic Portal of Ancient Codices | Digital Print | 12x18 Poster | Quiet Study Decor | Jade Relic Aesthetic | Premium Wall,12.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0010_dark-academia-hermetic-portal-of-ancient-codices-12x18-poster-study-decor-wall.zip,13.15,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:06:48,ETSY-DIGITAL-20260506-210621,Poster-Academia-0011,Dark Academia Celestial Archway Poster | Timeless Tomes Study Room Decor | Printable Digital Download 2x3 3x4 4x5 5x7 11x14,6.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0011_dark-academia-celestial-archway-poster-12x18-study-room-decor-timeless-tomes.zip,12.37,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:06:51,ETSY-DIGITAL-20260506-210621,Poster-Academia-0013,Dark Academia Alchemist Threshold Transmuted Knowledge Digital Print | Premium Study Decor 12x18,6.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0013_dark-academia-alchemist-threshold-transmuted-knowledge-12x18-poster-study-decor.zip,12.46,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:06:56,ETSY-DIGITAL-20260506-210652,Poster-Academia-0014,Dark Academia Oracle Portal Prophetic Scriptures 12x18 Poster Study Decor Wall Art Digital Download Premium Print,6.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0014_dark-academia-oracle-portal-prophetic-scriptures-12x18-poster-study-decor-wall.zip,13.45,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:06:58,ETSY-DIGITAL-20260506-210652,Poster-Academia-0017,"Magister Torii | Dark Academia Poster Scholarly Study Decor, Digital Download, Premium Printable Wall Art",6.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0017_dark-academia-poster-12x18-magister-torii-study-decor-scholarly-gift-wall-room.zip,11.10,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:07:00,ETSY-DIGITAL-20260506-210652,Poster-Academia-0019,Dark Academia Archivist Gateway | Vintage Study Room Wall Art | Digital Printable Poster for Quiet Contemplation | Jade Relic Decor,8.5,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0019_dark-academia-archivist-gateway-poster-12x18-vintage-study-room-decor-wall-gift.zip,11.08,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:07:03,ETSY-DIGITAL-20260506-210652,Poster-Academia-0020,Dark Academia Mentor Threshold Poster | Intellectual Study Room Wall Art | Premium Digital Printable 2x3 3x4 4x5 5x7 11x14,6.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0020_dark-academia-mentor-threshold-poster-12x18-intellectual-study-room-decor-wall.zip,11.88,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:07:05,ETSY-DIGITAL-20260506-210652,Poster-Academia-0022,"Dark Academia Temporal Reliquary Bell Jar Poster | Vintage Study Decor, Library Wall Art, Antique Botanical Print, 12x18 Digital Download",8.5,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0022_dark-academia-temporal-reliquary-bell-jar-12x18-poster-study-decor-wall-library.zip,13.36,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:07:08,ETSY-DIGITAL-20260506-210652,Poster-Academia-0023,Hermetic Knowledge Lantern | Dark Academia Library Poster | Digital Printable Wall Art for Quiet Study & Premium Zen Decor,12.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0023_hermetic-knowledge-lantern-dark-academia-poster-12x18-library-decor-wall-study.zip,12.81,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:07:10,ETSY-DIGITAL-20260506-210652,Poster-Academia-0024,Dark Academia Industrial Library Pressure Chamber Poster | Vintage Study Decor | Premium Digital Print for Quiet Reading Nook,6.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0024_dark-academia-industrial-library-pressure-chamber-poster-12x18-vintage-decor.zip,14.63,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:07:13,ETSY-DIGITAL-20260506-210652,Poster-Academia-0025,Dark Academia Chrono-Codex Terrarium Print | Vintage Library Study Decor | Premium Digital Wall Art | Jade Relic Poster | Quiet Scholar Gift,6.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0025_dark-academia-chrono-codex-terrarium-12x18-poster-library-decor-wall-study-gift.zip,12.33,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:07:15,ETSY-DIGITAL-20260506-210652,Poster-Academia-0026,Dark Academia Apothecary Cylinder Poster | Vintage Study Decor | Printable Library Wall Art | 12x18 | Jade Relic Quiet Study Print,9.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0026_dark-academia-apothecary-cylinder-12x18-poster-vintage-study-decor-wall-library.zip,13.75,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
2026-05-06T21:07:18,ETSY-DIGITAL-20260506-210652,Poster-Academia-0027,Dark Academia Astrolabe Dome Print | Vintage Study Room Decor | Quiet Study Wall Art | Premium Digital Download | 2:3 3:4 4:5 5:7 11:14,6.99,C:\AIprojects\openclaw_difi\Output\Digital\Printable_Wall_Art\Poster-Academia-0027_dark-academia-astrolabe-dome-poster-12x18-vintage-study-room-decor-wall-library.zip,15.23,PASS,,0.20,RESERVED_NOT_SPENT,READY_BLOCKED_ETSY_AUTH,,etsy paid_publish blocked by Account_Risk_State: LOGIN_ANOMALY | Edge and Chrome/Google login showed Etsy red error. Pause Etsy UI/API publish until account access is stable.
