ID,Listing_Type,Product_Line,Price_USD,Title,Description,Tags,AI_Disclosure,License,Pack_Dir,Digital_File_1,Digital_File_2,Digital_File_3,Digital_File_4,Digital_File_5,Max_File_MB,All_Under_20MB,Source_Path
Poster-Academia-0022,Digital,Printable Wall Art Set,9.99,Dark Academia Temporal Reliquary Bell Jar Printable Wall Art Study Decor Wall Library Digital Download,"Dark Academia Temporal Reliquary Bell Jar Printable Wall Art Study Decor Wall Library Digital Download

Instant digital download. No physical item will be shipped.

You receive five high-resolution JPG files prepared for common frame sizes: 2:3, 3:4, 4:5, 11x14, and ISO A-series. Print at home, through a local print shop, or through an online photo lab.

Style notes: quiet relic atmosphere, premium zen / dark academia visual language, gallery-wall composition, and contemplative study-room decor.

AI-assisted disclosure: this artwork was created with AI-assisted tools and then curated, cropped, formatted, and prepared by Quiet Relic Studio.

Personal use only. Commercial resale, redistribution, and file sharing are not included.

Search themes: digital download, printable art, wall art print, library decor, study room decor.","digital download, printable art, wall art print, library decor, study room decor, dark academia, gallery wall, wabi sabi decor, vintage study, meditation room, scholar decor, instant download, quiet relic","AI-assisted artwork, curated and formatted by Quiet Relic Studio.","Personal use only; no resale, redistribution, or commercial file use.",C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0022_Dark-Academia-Temporal-Reliquary-Bell-Jar-12x18,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0022_Dark-Academia-Temporal-Reliquary-Bell-Jar-12x18\Poster-Academia-0022_2x3_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0022_Dark-Academia-Temporal-Reliquary-Bell-Jar-12x18\Poster-Academia-0022_3x4_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0022_Dark-Academia-Temporal-Reliquary-Bell-Jar-12x18\Poster-Academia-0022_4x5_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0022_Dark-Academia-Temporal-Reliquary-Bell-Jar-12x18\Poster-Academia-0022_11x14_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0022_Dark-Academia-Temporal-Reliquary-Bell-Jar-12x18\Poster-Academia-0022_A-Series_QuietRelicStudio.jpg,3.02,True,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0022_Ready_for_Steaming\Production_Design.png
Poster-Academia-0023,Digital,Printable Wall Art Set,9.99,Hermetic Knowledge Lantern Dark Academia Printable Wall Art Library Decor Wall Study Digital Download,"Hermetic Knowledge Lantern Dark Academia Printable Wall Art Library Decor Wall Study Digital Download

Instant digital download. No physical item will be shipped.

You receive five high-resolution JPG files prepared for common frame sizes: 2:3, 3:4, 4:5, 11x14, and ISO A-series. Print at home, through a local print shop, or through an online photo lab.

Style notes: quiet relic atmosphere, premium zen / dark academia visual language, gallery-wall composition, and contemplative study-room decor.

AI-assisted disclosure: this artwork was created with AI-assisted tools and then curated, cropped, formatted, and prepared by Quiet Relic Studio.

Personal use only. Commercial resale, redistribution, and file sharing are not included.

Search themes: digital download, printable art, wall art print, library decor, study room decor.","digital download, printable art, wall art print, library decor, study room decor, dark academia, gallery wall, wabi sabi decor, vintage study, meditation room, scholar decor, instant download, quiet relic","AI-assisted artwork, curated and formatted by Quiet Relic Studio.","Personal use only; no resale, redistribution, or commercial file use.",C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0023_Hermetic-Knowledge-Lantern-Dark-Academia-Poster,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0023_Hermetic-Knowledge-Lantern-Dark-Academia-Poster\Poster-Academia-0023_2x3_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0023_Hermetic-Knowledge-Lantern-Dark-Academia-Poster\Poster-Academia-0023_3x4_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0023_Hermetic-Knowledge-Lantern-Dark-Academia-Poster\Poster-Academia-0023_4x5_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0023_Hermetic-Knowledge-Lantern-Dark-Academia-Poster\Poster-Academia-0023_11x14_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0023_Hermetic-Knowledge-Lantern-Dark-Academia-Poster\Poster-Academia-0023_A-Series_QuietRelicStudio.jpg,2.92,True,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0023_Ready_for_Steaming\Production_Design.png
Poster-Academia-0024,Digital,Printable Wall Art Set,9.99,Dark Academia Industrial Library Pressure Chamber Printable Wall Art Vintage Decor Digital Download,"Dark Academia Industrial Library Pressure Chamber Printable Wall Art Vintage Decor Digital Download

Instant digital download. No physical item will be shipped.

You receive five high-resolution JPG files prepared for common frame sizes: 2:3, 3:4, 4:5, 11x14, and ISO A-series. Print at home, through a local print shop, or through an online photo lab.

Style notes: quiet relic atmosphere, premium zen / dark academia visual language, gallery-wall composition, and contemplative study-room decor.

AI-assisted disclosure: this artwork was created with AI-assisted tools and then curated, cropped, formatted, and prepared by Quiet Relic Studio.

Personal use only. Commercial resale, redistribution, and file sharing are not included.

Search themes: digital download, printable art, wall art print, library decor, study room decor.","digital download, printable art, wall art print, library decor, study room decor, dark academia, gallery wall, wabi sabi decor, vintage study, meditation room, scholar decor, instant download, quiet relic","AI-assisted artwork, curated and formatted by Quiet Relic Studio.","Personal use only; no resale, redistribution, or commercial file use.",C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0024_Dark-Academia-Industrial-Library-Pressure-Chambe,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0024_Dark-Academia-Industrial-Library-Pressure-Chambe\Poster-Academia-0024_2x3_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0024_Dark-Academia-Industrial-Library-Pressure-Chambe\Poster-Academia-0024_3x4_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0024_Dark-Academia-Industrial-Library-Pressure-Chambe\Poster-Academia-0024_4x5_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0024_Dark-Academia-Industrial-Library-Pressure-Chambe\Poster-Academia-0024_11x14_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0024_Dark-Academia-Industrial-Library-Pressure-Chambe\Poster-Academia-0024_A-Series_QuietRelicStudio.jpg,3.39,True,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0024_Ready_for_Steaming\Production_Design.png
Poster-Academia-0025,Digital,Printable Wall Art Set,9.99,Dark Academia Chrono-Codex Terrarium Printable Wall Art Library Decor Wall Study Gift Digital Download,"Dark Academia Chrono-Codex Terrarium Printable Wall Art Library Decor Wall Study Gift Digital Download

Instant digital download. No physical item will be shipped.

You receive five high-resolution JPG files prepared for common frame sizes: 2:3, 3:4, 4:5, 11x14, and ISO A-series. Print at home, through a local print shop, or through an online photo lab.

Style notes: quiet relic atmosphere, premium zen / dark academia visual language, gallery-wall composition, and contemplative study-room decor.

AI-assisted disclosure: this artwork was created with AI-assisted tools and then curated, cropped, formatted, and prepared by Quiet Relic Studio.

Personal use only. Commercial resale, redistribution, and file sharing are not included.

Search themes: digital download, printable art, wall art print, library decor, study room decor.","digital download, printable art, wall art print, library decor, study room decor, dark academia, gallery wall, wabi sabi decor, vintage study, meditation room, scholar decor, instant download, quiet relic","AI-assisted artwork, curated and formatted by Quiet Relic Studio.","Personal use only; no resale, redistribution, or commercial file use.",C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0025_Dark-Academia-Chrono-Codex-Terrarium-12x18-Poste,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0025_Dark-Academia-Chrono-Codex-Terrarium-12x18-Poste\Poster-Academia-0025_2x3_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0025_Dark-Academia-Chrono-Codex-Terrarium-12x18-Poste\Poster-Academia-0025_3x4_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0025_Dark-Academia-Chrono-Codex-Terrarium-12x18-Poste\Poster-Academia-0025_4x5_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0025_Dark-Academia-Chrono-Codex-Terrarium-12x18-Poste\Poster-Academia-0025_11x14_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0025_Dark-Academia-Chrono-Codex-Terrarium-12x18-Poste\Poster-Academia-0025_A-Series_QuietRelicStudio.jpg,2.78,True,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0025_Ready_for_Steaming\Production_Design.png
Poster-Academia-0026,Digital,Printable Wall Art Set,9.99,Dark Academia Apothecary Cylinder Printable Wall Art Vintage Study Decor Wall Library Digital Download,"Dark Academia Apothecary Cylinder Printable Wall Art Vintage Study Decor Wall Library Digital Download

Instant digital download. No physical item will be shipped.

You receive five high-resolution JPG files prepared for common frame sizes: 2:3, 3:4, 4:5, 11x14, and ISO A-series. Print at home, through a local print shop, or through an online photo lab.

Style notes: quiet relic atmosphere, premium zen / dark academia visual language, gallery-wall composition, and contemplative study-room decor.

AI-assisted disclosure: this artwork was created with AI-assisted tools and then curated, cropped, formatted, and prepared by Quiet Relic Studio.

Personal use only. Commercial resale, redistribution, and file sharing are not included.

Search themes: digital download, printable art, wall art print, library decor, study room decor.","digital download, printable art, wall art print, library decor, study room decor, dark academia, gallery wall, wabi sabi decor, vintage study, meditation room, scholar decor, instant download, quiet relic","AI-assisted artwork, curated and formatted by Quiet Relic Studio.","Personal use only; no resale, redistribution, or commercial file use.",C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0026_Dark-Academia-Apothecary-Cylinder-12x18-Poster-V,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0026_Dark-Academia-Apothecary-Cylinder-12x18-Poster-V\Poster-Academia-0026_2x3_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0026_Dark-Academia-Apothecary-Cylinder-12x18-Poster-V\Poster-Academia-0026_3x4_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0026_Dark-Academia-Apothecary-Cylinder-12x18-Poster-V\Poster-Academia-0026_4x5_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0026_Dark-Academia-Apothecary-Cylinder-12x18-Poster-V\Poster-Academia-0026_11x14_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0026_Dark-Academia-Apothecary-Cylinder-12x18-Poster-V\Poster-Academia-0026_A-Series_QuietRelicStudio.jpg,3.2,True,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0026_Ready_for_Steaming\Production_Design.png
Poster-Academia-0028,Digital,Printable Wall Art Set,9.99,Dark Academia Alchemist Retort Library Printable Wall Art Study Decor Wall Gift Room Digital Download,"Dark Academia Alchemist Retort Library Printable Wall Art Study Decor Wall Gift Room Digital Download

Instant digital download. No physical item will be shipped.

You receive five high-resolution JPG files prepared for common frame sizes: 2:3, 3:4, 4:5, 11x14, and ISO A-series. Print at home, through a local print shop, or through an online photo lab.

Style notes: quiet relic atmosphere, premium zen / dark academia visual language, gallery-wall composition, and contemplative study-room decor.

AI-assisted disclosure: this artwork was created with AI-assisted tools and then curated, cropped, formatted, and prepared by Quiet Relic Studio.

Personal use only. Commercial resale, redistribution, and file sharing are not included.

Search themes: digital download, printable art, wall art print, library decor, study room decor.","digital download, printable art, wall art print, library decor, study room decor, dark academia, gallery wall, wabi sabi decor, vintage study, meditation room, scholar decor, instant download, quiet relic","AI-assisted artwork, curated and formatted by Quiet Relic Studio.","Personal use only; no resale, redistribution, or commercial file use.",C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0028_Dark-Academia-Alchemist-Retort-Library-Poster-12,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0028_Dark-Academia-Alchemist-Retort-Library-Poster-12\Poster-Academia-0028_2x3_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0028_Dark-Academia-Alchemist-Retort-Library-Poster-12\Poster-Academia-0028_3x4_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0028_Dark-Academia-Alchemist-Retort-Library-Poster-12\Poster-Academia-0028_4x5_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0028_Dark-Academia-Alchemist-Retort-Library-Poster-12\Poster-Academia-0028_11x14_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0028_Dark-Academia-Alchemist-Retort-Library-Poster-12\Poster-Academia-0028_A-Series_QuietRelicStudio.jpg,3.05,True,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0028_Ready_for_Steaming\Production_Design.png
Poster-Academia-0002,Digital,Printable Wall Art Set,9.99,Dark Academia Obsidian Threshold Printable Wall Art Vintage Study Decor Mentor Wisdom Digital Download,"Dark Academia Obsidian Threshold Printable Wall Art Vintage Study Decor Mentor Wisdom Digital Download

Instant digital download. No physical item will be shipped.

You receive five high-resolution JPG files prepared for common frame sizes: 2:3, 3:4, 4:5, 11x14, and ISO A-series. Print at home, through a local print shop, or through an online photo lab.

Style notes: quiet relic atmosphere, premium zen / dark academia visual language, gallery-wall composition, and contemplative study-room decor.

AI-assisted disclosure: this artwork was created with AI-assisted tools and then curated, cropped, formatted, and prepared by Quiet Relic Studio.

Personal use only. Commercial resale, redistribution, and file sharing are not included.

Search themes: digital download, printable art, wall art print, library decor, study room decor.","digital download, printable art, wall art print, library decor, study room decor, dark academia, gallery wall, wabi sabi decor, vintage study, meditation room, scholar decor, instant download, quiet relic","AI-assisted artwork, curated and formatted by Quiet Relic Studio.","Personal use only; no resale, redistribution, or commercial file use.",C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0002_Dark-Academia-Obsidian-Threshold-Poster-12x18-Vi,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0002_Dark-Academia-Obsidian-Threshold-Poster-12x18-Vi\Poster-Academia-0002_2x3_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0002_Dark-Academia-Obsidian-Threshold-Poster-12x18-Vi\Poster-Academia-0002_3x4_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0002_Dark-Academia-Obsidian-Threshold-Poster-12x18-Vi\Poster-Academia-0002_4x5_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0002_Dark-Academia-Obsidian-Threshold-Poster-12x18-Vi\Poster-Academia-0002_11x14_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0002_Dark-Academia-Obsidian-Threshold-Poster-12x18-Vi\Poster-Academia-0002_A-Series_QuietRelicStudio.jpg,2.92,True,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0002_Ready_for_Steaming\Production_Design.png
Poster-Academia-0003,Digital,Printable Wall Art Set,9.99,Dark Academia Serpentine Portal of Alchemical Texts Printable Wall Art Study Decor Digital Download,"Dark Academia Serpentine Portal of Alchemical Texts Printable Wall Art Study Decor Digital Download

Instant digital download. No physical item will be shipped.

You receive five high-resolution JPG files prepared for common frame sizes: 2:3, 3:4, 4:5, 11x14, and ISO A-series. Print at home, through a local print shop, or through an online photo lab.

Style notes: quiet relic atmosphere, premium zen / dark academia visual language, gallery-wall composition, and contemplative study-room decor.

AI-assisted disclosure: this artwork was created with AI-assisted tools and then curated, cropped, formatted, and prepared by Quiet Relic Studio.

Personal use only. Commercial resale, redistribution, and file sharing are not included.

Search themes: digital download, printable art, wall art print, library decor, study room decor.","digital download, printable art, wall art print, library decor, study room decor, dark academia, gallery wall, wabi sabi decor, vintage study, meditation room, scholar decor, instant download, quiet relic","AI-assisted artwork, curated and formatted by Quiet Relic Studio.","Personal use only; no resale, redistribution, or commercial file use.",C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0003_Dark-Academia-Serpentine-Portal-of-Alchemical-Te,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0003_Dark-Academia-Serpentine-Portal-of-Alchemical-Te\Poster-Academia-0003_2x3_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0003_Dark-Academia-Serpentine-Portal-of-Alchemical-Te\Poster-Academia-0003_3x4_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0003_Dark-Academia-Serpentine-Portal-of-Alchemical-Te\Poster-Academia-0003_4x5_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0003_Dark-Academia-Serpentine-Portal-of-Alchemical-Te\Poster-Academia-0003_11x14_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0003_Dark-Academia-Serpentine-Portal-of-Alchemical-Te\Poster-Academia-0003_A-Series_QuietRelicStudio.jpg,2.57,True,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0003_Ready_for_Steaming\Production_Design.png
Poster-Academia-0082,Digital,Printable Wall Art Set,9.99,Celestial Armillary Codex Academia Printable Wall Art Vintage Astronomy Decor Wall Digital Download,"Celestial Armillary Codex Academia Printable Wall Art Vintage Astronomy Decor Wall Digital Download

Instant digital download. No physical item will be shipped.

You receive five high-resolution JPG files prepared for common frame sizes: 2:3, 3:4, 4:5, 11x14, and ISO A-series. Print at home, through a local print shop, or through an online photo lab.

Style notes: quiet relic atmosphere, premium zen / dark academia visual language, gallery-wall composition, and contemplative study-room decor.

AI-assisted disclosure: this artwork was created with AI-assisted tools and then curated, cropped, formatted, and prepared by Quiet Relic Studio.

Personal use only. Commercial resale, redistribution, and file sharing are not included.

Search themes: digital download, printable art, wall art print, library decor, study room decor.","digital download, printable art, wall art print, library decor, study room decor, dark academia, gallery wall, wabi sabi decor, vintage study, meditation room, scholar decor, instant download, quiet relic","AI-assisted artwork, curated and formatted by Quiet Relic Studio.","Personal use only; no resale, redistribution, or commercial file use.",C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0082_Celestial-Armillary-Codex-Academia-Poster-12x18,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0082_Celestial-Armillary-Codex-Academia-Poster-12x18\Poster-Academia-0082_2x3_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0082_Celestial-Armillary-Codex-Academia-Poster-12x18\Poster-Academia-0082_3x4_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0082_Celestial-Armillary-Codex-Academia-Poster-12x18\Poster-Academia-0082_4x5_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0082_Celestial-Armillary-Codex-Academia-Poster-12x18\Poster-Academia-0082_11x14_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0082_Celestial-Armillary-Codex-Academia-Poster-12x18\Poster-Academia-0082_A-Series_QuietRelicStudio.jpg,3.03,True,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0082_Ready_for_Steaming\Production_Design.png
Poster-Academia-0083,Digital,Printable Wall Art Set,9.99,Academia Mentor-Grade Cosmic Lotus Observatory Printable Wall Art Steampunk Study Digital Download,"Academia Mentor-Grade Cosmic Lotus Observatory Printable Wall Art Steampunk Study Digital Download

Instant digital download. No physical item will be shipped.

You receive five high-resolution JPG files prepared for common frame sizes: 2:3, 3:4, 4:5, 11x14, and ISO A-series. Print at home, through a local print shop, or through an online photo lab.

Style notes: quiet relic atmosphere, premium zen / dark academia visual language, gallery-wall composition, and contemplative study-room decor.

AI-assisted disclosure: this artwork was created with AI-assisted tools and then curated, cropped, formatted, and prepared by Quiet Relic Studio.

Personal use only. Commercial resale, redistribution, and file sharing are not included.

Search themes: digital download, printable art, wall art print, library decor, study room decor.","digital download, printable art, wall art print, library decor, study room decor, dark academia, gallery wall, wabi sabi decor, vintage study, meditation room, scholar decor, instant download, quiet relic","AI-assisted artwork, curated and formatted by Quiet Relic Studio.","Personal use only; no resale, redistribution, or commercial file use.",C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0083_Academia-Mentor-Grade-Cosmic-Lotus-Observatory-1,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0083_Academia-Mentor-Grade-Cosmic-Lotus-Observatory-1\Poster-Academia-0083_2x3_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0083_Academia-Mentor-Grade-Cosmic-Lotus-Observatory-1\Poster-Academia-0083_3x4_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0083_Academia-Mentor-Grade-Cosmic-Lotus-Observatory-1\Poster-Academia-0083_4x5_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0083_Academia-Mentor-Grade-Cosmic-Lotus-Observatory-1\Poster-Academia-0083_11x14_QuietRelicStudio.jpg,C:\AIprojects\openclaw_difi\Output\Digital\PrintableWallArt\Poster-Academia-0083_Academia-Mentor-Grade-Cosmic-Lotus-Observatory-1\Poster-Academia-0083_A-Series_QuietRelicStudio.jpg,2.23,True,C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0083_Ready_for_Steaming\Production_Design.png
