Timestamp,Slot,Track,Track_Objective,Platform_Target,ID,Product_Type,Category,Current_Status,Views_30d,eBay_Item_ID,Etsy_Listing_ID,Price_Target,SEO_Template,Primary_Search_Intent,Secondary_Keywords,Mockup_Mood,Jitter_Minutes,QA_Status,QA_Reason,Risk_Guard,Fee_Impact_USD,Launch_Action,Stop_Rule,Source_Path,Notes
2026-05-07 10:54:57 -0400,12,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Acrylic-Grimdark-0015,Acrylic,Grimdark,Printify_Published_Mockups4,,406909166683,,$89.99,ROOM_USE_LONG_TAIL,smoky jade relic,"gothic shelf decor, moody desk display, occult library art, dark study room decor, collector shelf object, smoky jade relic",meditation_corner_soft_shadow,34,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0015_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,13,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Acrylic-Zen-0005,Acrylic,Zen,Printify_Published_Mockups5,0,406902893289,,$89.99,ROOM_USE_LONG_TAIL,reading nook decor,"reading nook decor, meditation room wall art, tea room accent, quiet corner decor, dorm desk calm art, deep work visual",meditation_corner_soft_shadow,41,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0005_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,14,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Acrylic-Zen-0003,Acrylic,Zen,Printify_Published_Mockups5,0,406902673249,,$89.99,ROOM_USE_LONG_TAIL,meditation room wall art,"reading nook decor, meditation room wall art, tea room accent, quiet corner decor, dorm desk calm art, deep work visual",meditation_corner_soft_shadow,15,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Zen-0003_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,15,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Acrylic-Grimdark-0036,Acrylic,Grimdark,Printify_Published_Mockups8,,406909244688,,$89.99,ROOM_USE_LONG_TAIL,occult library art,"gothic shelf decor, moody desk display, occult library art, dark study room decor, collector shelf object, smoky jade relic",meditation_corner_soft_shadow,16,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0036_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,16,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Poster-Academia-0014,Poster,Academia,Printify_Published_Mockups4,,406903252244,,$34.99,ROOM_USE_LONG_TAIL,study room poster,"dark academia reading nook, home library wall art, book nook decor, study room poster, scholar desk decor, dorm library print",dorm_desk_clean_setup,30,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0014_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,17,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Acrylic-Grimdark-0037,Acrylic,Grimdark,Printify_Published_Mockups8,,406909247161,,$89.99,ROOM_USE_LONG_TAIL,collector shelf object,"gothic shelf decor, moody desk display, occult library art, dark study room decor, collector shelf object, smoky jade relic",dorm_desk_clean_setup,34,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0037_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,18,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Acrylic-Grimdark-0040,Acrylic,Grimdark,Printify_Published_Mockups4,,406910076542,,$89.99,ROOM_USE_LONG_TAIL,smoky jade relic,"gothic shelf decor, moody desk display, occult library art, dark study room decor, collector shelf object, smoky jade relic",dorm_desk_clean_setup,42,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0040_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,19,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Poster-Academia-0081,Poster,Academia,Printify_Published_Mockups5,2,406902627420,,$34.99,ROOM_USE_LONG_TAIL,dark academia reading nook,"dark academia reading nook, home library wall art, book nook decor, study room poster, scholar desk decor, dorm library print",dorm_desk_clean_setup,40,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0081_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context.
2026-05-07 10:54:57 -0400,20,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Poster-Zen-0002,Poster,Zen,Printify_Published_Mockups5,0,406902897663,,$34.99,ROOM_USE_LONG_TAIL,meditation room wall art,"reading nook decor, meditation room wall art, tea room accent, quiet corner decor, dorm desk calm art, deep work visual",dorm_desk_clean_setup,31,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Zen-0002_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,21,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Acrylic-Grimdark-0009,Acrylic,Grimdark,Printify_Published_Mockups4,,406903749989,,$89.99,ROOM_USE_LONG_TAIL,occult library art,"gothic shelf decor, moody desk display, occult library art, dark study room decor, collector shelf object, smoky jade relic",library_shelf_collector_scene,10,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0009_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,22,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Poster-Academia-0013,Poster,Academia,Printify_Published_Mockups8,0,406903251282,,$34.99,ROOM_USE_LONG_TAIL,study room poster,"dark academia reading nook, home library wall art, book nook decor, study room poster, scholar desk decor, dorm library print",library_shelf_collector_scene,28,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0013_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,23,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Poster-Academia-0032,Poster,Academia,Printify_Published_Mockups4,,406909268494,,$34.99,ROOM_USE_LONG_TAIL,scholar desk decor,"dark academia reading nook, home library wall art, book nook decor, study room poster, scholar desk decor, dorm library print",library_shelf_collector_scene,34,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0032_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,24,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Poster-Academia-0035,Poster,Academia,Printify_Published_Mockups8,,406909471020,,$34.99,ROOM_USE_LONG_TAIL,dorm library print,"dark academia reading nook, home library wall art, book nook decor, study room poster, scholar desk decor, dorm library print",library_shelf_collector_scene,35,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0035_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,25,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Poster-Academia-0023,Poster,Academia,Printify_Published_Mockups8,,406909147173,,$34.99,ROOM_USE_LONG_TAIL,dark academia reading nook,"dark academia reading nook, home library wall art, book nook decor, study room poster, scholar desk decor, dorm library print",library_shelf_collector_scene,35,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0023_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,26,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Poster-Academia-0010,Poster,Academia,Printify_Published_Mockups4,0,406903249496,,$34.99,ROOM_USE_LONG_TAIL,home library wall art,"dark academia reading nook, home library wall art, book nook decor, study room poster, scholar desk decor, dorm library print",deep_work_home_office,16,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Poster\Premium-Matte-Vertical\MASTER_Poster-Academia-0010_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,27,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Acrylic-Academia-0005,Acrylic,Academia,Printify_Published_Mockups4,0,406903039716,,$89.99,ROOM_USE_LONG_TAIL,book nook decor,"dark academia reading nook, home library wall art, book nook decor, study room poster, scholar desk decor, dorm library print",deep_work_home_office,27,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Academia-0005_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,28,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Acrylic-Academia-0003,Acrylic,Academia,Printify_Published_Mockups5,0,406902703464,,$89.99,ROOM_USE_LONG_TAIL,study room poster,"dark academia reading nook, home library wall art, book nook decor, study room poster, scholar desk decor, dorm library print",deep_work_home_office,11,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Academia-0003_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,29,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Acrylic-Grimdark-0001,Acrylic,Grimdark,Printify_Published_Mockups4,0,406903249745,,$89.99,ROOM_USE_LONG_TAIL,collector shelf object,"gothic shelf decor, moody desk display, occult library art, dark study room decor, collector shelf object, smoky jade relic",deep_work_home_office,33,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0001_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,30,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Acrylic-Grimdark-0024,Acrylic,Grimdark,Printify_Published_Mockups8,,406909231370,,$89.99,ROOM_USE_LONG_TAIL,smoky jade relic,"gothic shelf decor, moody desk display, occult library art, dark study room decor, collector shelf object, smoky jade relic",deep_work_home_office,12,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0024_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
2026-05-07 10:54:57 -0400,31,A_LOW_COMPETITION_NICHE,Force non-zero traffic through long-tail room-use and buyer-scene terms.,eBay/Etsy,Acrylic-Grimdark-0021,Acrylic,Grimdark,Printify_Published_Mockups4,,406909225478,,$89.99,ROOM_USE_LONG_TAIL,gothic shelf decor,"gothic shelf decor, moody desk display, occult library art, dark study room decor, collector shelf object, smoky jade relic",reading_nook_warm_lamp,30,READY,PASS,PASS_GUARDED,0.00,COPY_OR_PRICE_EXPERIMENT_ON_EXISTING_LISTING,"If 10 live tests get 0 views after 48h, downgrade category terms again before adding volume.",C:\AIprojects\openclaw_difi\Output\Acrylic\Photo-Block\MASTER_Acrylic-Grimdark-0021_Ready_for_Steaming\Cover_Mockup.png,Single artwork product: buyer receives the main design; extra imagery must remain concept/detail context. Zero-view or unknown-view item; prioritize search-intent rewrite over more volume.
